t,mox,F,Pc,of,mf,lambda,Pe,Ve,cstr_ex,eta,dof,dmf
2.755,0.557921997,1564.9958,2155859.45,1.378546645,0.404717533,0.921191235,1190572.944,1099.098206,1282.254294,0.814117343,0.067087802,0.018781795
2.76,0.558184169,1564.05825,2156186.65,1.968770618,0.283519148,0.921191235,1229037.84,1185.327761,1466.711589,0.826117091,0.141949691,0.019067166
2.765,0.55854287,1564.4489,2157531.75,1.371975486,0.407108491,0.921191235,1191365.019,1096.791636,1279.246531,0.814038071,0.10485018,0.028903478
2.77,0.558598309,1565.2302,2157822.55,1.969178625,0.283670715,0.921191235,1229993.784,1185.337279,1466.838524,0.826159044,0.143075266,0.019214671
2.775,0.558384007,1565.5427,2157204.55,1.39203334,0.401128328,0.921191235,1191612.152,1103.755616,1287.235994,0.813555932,0.066081156,0.018178973
2.78,0.558380178,1565.07395,2156950.1,1.965101398,0.284148278,0.921191235,1229226.646,1185.337486,1465.793968,0.825833855,0.162199253,0.021665315
2.785,0.558621064,1564.13635,2156295.7,1.382229326,0.404144995,0.921191235,1190891.021,1100.381175,1282.345215,0.813154031,0.069134723,0.019251168
2.79,0.558715679,1564.1364,2155423.15,1.371035712,0.407513586,0.921191235,1190183.176,1096.456776,1277.231925,0.813020586,0.070257587,0.019864743
2.795,0.558721678,1564.1364,2156295.7,1.370441417,0.407694682,0.921191235,1190653.49,1096.247457,1277.501601,0.813358209,0.070679391,0.019995278
2.8,0.558942979,1564.44895,2157968,1.372680185,0.407190972,0.921191235,1191619.424,1097.040986,1278.866072,0.813598436,0.105825837,0.029145181
2.805,0.559153733,1565.6209,2158367.85,1.370772919,0.407911278,0.921191235,1191803.497,1096.367386,1277.871553,0.813499346,0.070558959,0.019968888
2.81,0.558998868,1564.91775,2156586.5,1.371673519,0.407530553,0.921191235,1190837.485,1096.683767,1277.524428,0.813027371,0.070269597,0.019860012
2.815,0.558834137,1563.12075,2155823.1,1.370638499,0.407718109,0.921191235,1190396.375,1096.31667,1277.042047,0.813010716,0.106875412,0.029492136
2.82,0.559118093,1563.1989,2157422.65,1.373110454,0.407190908,0.921191235,1191326.785,1097.192089,1278.311273,0.813125581,0.029202985,0.008479695
2.825,0.559416578,1565.3084,2159349.4,1.370022159,0.408326664,0.921191235,1192331.047,1096.102661,1277.556697,0.813508746,0.107181505,0.029626969
2.83,0.559318959,1566.55845,2159458.45,1.384799991,0.403898731,0.921191235,1192692.35,1101.275344,1283.623951,0.813253298,0.068526513,0.019044428
2.835,0.559093354,1566.24595,2158586,1.969598034,0.283861653,0.921191235,1230455.102,1185.341275,1466.163391,0.825750518,0.163086638,0.021706933
2.84,0.559142327,1565.15205,2157168.2,1.371879947,0.407573803,0.921191235,1191162.52,1096.757434,1277.622213,0.813031431,0.070530273,0.019929345
2.845,0.559207888,1563.6676,2154659.75,1.374196832,0.406934345,0.921191235,1189823.087,1097.571419,1276.894575,0.811923298,0.070878857,0.019959537
2.85,0.55919125,1562.57375,2153023.8,1.369982484,0.408174014,0.921191235,1188838.886,1096.080832,1274.311937,0.811458135,0.071920209,0.020359183
2.855,0.559452887,1561.47995,2152623.95,1.357925983,0.411990708,0.921191235,1188405.863,1091.764579,1268.726433,0.811292605,0.075172609,0.021610806
2.86,0.559918748,1561.55805,2152878.4,1.351180574,0.414392242,0.921191235,1188440.41,1089.314293,1265.142102,0.810918702,0.013138242,0.003990552
2.865,0.56005314,1561.6362,2152369.45,1.351785323,0.414306274,0.921191235,1188168.604,1089.5344,1264.780156,0.81051444,0.076551917,0.022204798
2.87,0.560006268,1560.7768,2151606.05,1.353462602,0.413758213,0.921191235,1187772.91,1090.144617,1265.104025,0.810244296,0.076897536,0.022244039
2.875,0.560303811,1559.76115,2151678.75,1.342175527,0.417459416,0.921191235,1187651.159,1086.002325,1259.972716,0.810186107,0.011785792,0.003633848
2.88,0.560533014,1560.30805,2152187.7,1.34227937,0.417597876,0.921191235,1187933.467,1086.041384,1259.797029,0.810042719,0.01096097,0.003382457
2.885,0.560324661,1560.62055,2153096.5,1.344441919,0.416771192,0.921191235,1188464.182,1086.841398,1261.664069,0.81061907,0.011137643,0.003424254
2.89,0.560011836,1561.24565,2154514.35,1.348961231,0.415143018,0.921191235,1189310.578,1088.504527,1265.00783,0.811466397,0.086072928,0.024900156
2.895,0.560014961,1562.2613,2155205.1,1.356447456,0.41285415,0.921191235,1189806.554,1091.232788,1268.386472,0.811493027,0.076501833,0.022041324
2.9,0.559990764,1560.6987,2152696.7,1.352151224,0.414148029,0.921191235,1188354.789,1089.668263,1265.258946,0.810716519,0.077637301,0.022488175
2.905,0.559822637,1558.1985,2149897.4,1.340852243,0.417512548,0.921191235,1186650.56,1085.509954,1259.48097,0.810253374,0.011654952,0.003597828
2.91,0.559922117,1557.26095,2149824.7,1.330761945,0.420753028,0.921191235,1186489.963,1081.742159,1255.149016,0.810390921,0.091237766,0.026996184
2.915,0.560372438,1558.2766,2150624.45,1.331576759,0.420833747,0.921191235,1186940.421,1082.049374,1254.936386,0.810015164,0.016449891,0.00513541
2.92,0.560535628,1557.8859,2149243,1.338635539,0.41873655,0.921191235,1186261.122,1084.685978,1256.607115,0.809044858,0.177215228,0.048953693
2.925,0.560295374,1555.46385,2146007.45,1.327588895,0.422039816,0.921191235,1184348.973,1080.541673,1250.803054,0.808513967,0.182396404,0.050979665
2.93,0.560400288,1552.1824,2144008,2.060448572,0.27197975,0.921191235,1227423.874,1184.29863,1474.762733,0.826110761,0.004305686,0.000567166
2.935,0.560909248,1551.01045,2143571.8,2.074707294,0.270355847,0.921191235,1227865.638,1184.024941,1476.440332,0.826558057,0.00468648,0.000609321
2.94,0.56128308,1551.32295,2144262.5,2.07869623,0.270016885,0.921191235,1228447.119,1183.94858,1476.854118,0.826659325,0.004783744,0.000619968
2.945,0.561280872,1552.18245,2146007.5,2.076524885,0.270298168,0.921191235,1229341.725,1184.004944,1477.55995,0.827118895,0.004860946,0.000631264
2.95,0.561280872,1553.97945,2147570.75,2.0667063,0.271582311,0.921191235,1229764.26,1184.207793,1476.35645,0.826770223,0.004590953,0.000601952
2.955,0.561241175,1553.5888,2146807.35,2.067268808,0.27148921,0.921191235,1229355.985,1184.191967,1476.067004,0.82659069,0.004556198,0.000597038
2.96,0.561082317,1551.63555,2144262.55,2.073815764,0.270555527,0.921191235,1228217.744,1184.047465,1476.254134,0.826481141,0.004650559,0.000605367
2.965,0.561059267,1549.44795,2143171.95,2.087494161,0.268771658,0.921191235,1228227.942,1183.754156,1478.716132,0.827435827,0.005134452,0.000659455
2.97,0.561367778,1549.44795,2143244.6,2.091462885,0.268409151,0.921191235,1228447.343,1183.666724,1478.862485,0.82740278,0.005193218,0.000664824
2.975,0.561656762,1549.83855,2143208.25,2.091939677,0.268486118,0.921191235,1228447.781,1183.655761,1478.185489,0.82701061,0.005102007,0.000653215
2.98,0.561679037,1549.9948,2142081.25,2.088176077,0.268980688,0.921191235,1227635.721,1183.731705,1476.488932,0.82617274,0.004827246,0.00062037
2.985,0.561778768,1548.82285,2140190.8,2.093529156,0.268340551,0.921191235,1226794.359,1183.599025,1476.146229,0.825833912,0.004833223,0.000618077
2.99,0.562024371,1546.3227,2137318.85,2.108201012,0.266589556,0.921191235,1225782.872,1183.230762,1476.843573,0.825851463,0.005075288,0.000640247
2.995,0.562271124,1544.3694,2134846.75,2.119675368,0.265262848,0.921191235,1224838.082,1182.920805,1477.060496,0.82571928,0.005217217,0.000651296
3,0.562498657,1543.35375,2134737.65,2.129725575,0.264117905,0.921191235,1225169.659,1182.64935,1478.624223,0.826391092,0.00552833,0.000683821
3.005,0.562947889,1544.5257,2135828.3,2.129052507,0.264412403,0.921191235,1225767.687,1182.675482,1478.049819,0.826079552,0.005441611,0.000674085
3.01,0.563258945,1545.22885,2136628.1,2.129505448,0.264502232,0.921191235,1226242.708,1182.668592,1477.887213,0.825977582,0.005422796,0.000671845
3.015,0.563158682,1545.4632,2136519.05,2.126289679,0.264855108,0.921191235,1226055.665,1182.755761,1477.360931,0.825746171,0.005319546,0.00066096
3.02,0.563062749,1544.3694,2135864.75,2.131678057,0.264140613,0.921191235,1225889.33,1182.603112,1478.35545,0.826200814,0.005508672,0.000680831
3.025,0.563161125,1543.11935,2134737.8,2.13935658,0.26323855,0.921191235,1225533.395,1182.377824,1479.012389,0.826435989,0.005672362,0.000696114
3.03,0.563230566,1542.41615,2134374.25,2.144499936,0.262639581,0.921191235,1225514.042,1182.225507,1479.708657,0.82674301,0.005816617,0.000710441
3.035,0.56333429,1542.72865,2134810.55,2.144487511,0.262689471,0.921191235,1225763.33,1182.228926,1479.735897,0.82675706,0.005819962,0.000710988
3.04,0.563762194,1543.27555,2134519.7,2.14477663,0.26285357,0.921191235,1225607.344,1182.218374,1478.474689,0.826048814,0.005649138,0.000690513
3.045,0.564049742,1541.8692,2132120.35,2.152670759,0.262023228,0.921191235,1224515.648,1181.965063,1477.78316,0.825554647,0.005626126,0.000683027
3.05,0.563955424,1540.07215,2129757.3,2.159004178,0.2612109,0.921191235,1223382.127,1181.753259,1477.767223,0.825470771,0.005686047,0.000686129
3.055,0.563900184,1538.9002,2129684.55,2.166801945,0.260245374,0.921191235,1223603.199,1181.505772,1479.547007,0.826375645,0.006002071,0.000718892
3.06,0.564435048,1539.05645,2129793.65,2.172158149,0.259849886,0.921191235,1223841.467,1181.332757,1479.372617,0.826223982,0.006028543,0.000719184
3.065,0.564920236,1538.3533,2128412.15,2.179568121,0.259189071,0.921191235,1223286.731,1181.077144,1478.728081,0.825803966,0.006010925,0.000712839
3.07,0.56473371,1537.33755,2127466.95,2.182526868,0.258752237,0.921191235,1222837.573,1180.970548,1479.190264,0.826042603,0.006104968,0.000721763
3.075,0.564609899,1537.02505,2127830.5,2.184263336,0.258489849,0.921191235,1223099.714,1180.913993,1480.13719,0.826557819,0.006248931,0.000737401
3.08,0.56495963,1537.1032,2127576.05,2.187117486,0.258312429,0.921191235,1223041.429,1180.814297,1479.650437,0.826267807,0.006209173,0.000731267
3.085,0.565130594,1535.8531,2125758.3,2.193781429,0.257605697,0.921191235,1222199.717,1180.569346,1479.348987,0.826067528,0.006244389,0.000731169
3.09,0.564838573,1532.96225,2124013.3,2.207218831,0.255905108,0.921191235,1221586.035,1180.074121,1481.723244,0.827349616,0.006674533,0.000771513
3.095,0.564981172,1532.25905,2124776.75,2.215807152,0.254977592,0.921191235,1222259.899,1179.760748,1483.674742,0.828423486,0.007014981,0.000804681
3.1,0.565620575,1533.1185,2126267.3,2.220484256,0.254728478,0.921191235,1223240.009,1179.594465,1484.009184,0.828603838,0.007101608,0.000812082
3.105,0.565892314,1533.6654,2125976.45,2.218920118,0.255030503,0.921191235,1223031.613,1179.651797,1482.769118,0.827912414,0.006920492,0.00079293
3.11,0.565479126,1532.49345,2124522.25,2.219178079,0.254814668,0.921191235,1222204.165,1179.63171,1482.89113,0.827985478,0.006939789,0.000794369
3.115,0.56531201,1531.0871,2123358.95,2.224643049,0.25411358,0.921191235,1221680.226,1179.414681,1483.649465,0.828415264,0.007091687,0.000807486
3.12,0.56567534,1530.384,2122740.9,2.232369595,0.253396813,0.921191235,1221522.638,1179.109893,1483.857638,0.828546461,0.007188782,0.000813381
3.125,0.565927508,1530.07145,2122595.5,2.237134692,0.252969797,0.921191235,1221557.425,1178.920593,1484.072805,0.828680451,0.007261129,0.000818415
3.13,0.565904996,1529.68085,2122704.55,2.239959917,0.25264068,0.921191235,1221688.964,1178.808675,1484.786609,0.829088486,0.007382737,0.000829949
3.135,0.56601704,1530.5403,2123649.75,2.237306814,0.252990353,0.921191235,1222166.789,1178.921241,1484.610331,0.828977482,0.007334592,0.000826671
3.14,0.566267815,1531.94665,2124631.3,2.232368071,0.253662388,0.921191235,1222607.552,1179.123378,1483.624856,0.828409932,0.007156857,0.00081063
3.145,0.566166974,1531.32165,2123976.85,2.234157183,0.253414119,0.921191235,1222276.665,1179.048312,1483.799628,0.828514305,0.007196853,0.000813698
3.15,0.565854071,1529.83715,2123104.4,2.239219361,0.252701491,0.921191235,1221900.5,1178.841133,1485.048359,0.829230531,0.007411036,0.000833595
3.155,0.565845546,1528.8215,2123358.85,2.247058584,0.251816108,0.921191235,1222234.095,1178.526708,1486.850063,0.830269394,0.007724349,0.000862662
3.16,0.566145379,1528.8215,2123504.25,2.250792936,0.251531525,0.921191235,1222404.644,1178.374992,1486.924145,0.830330091,0.007768299,0.00086514
3.165,0.566151573,1528.19645,2122340.9,2.25256411,0.251336497,0.921191235,1221777.424,1178.293788,1486.452821,0.830081269,0.007721638,0.000858621
3.17,0.56593683,1527.1026,2121141.2,2.255131855,0.250955095,0.921191235,1221147.023,1178.17899,1486.69673,0.830237568,0.00777823,0.0008626
3.175,0.566020243,1527.1026,2122050.05,2.258256814,0.250644762,0.921191235,1221739.237,1178.055306,1487.747011,0.830841661,0.007947413,0.000878993
3.18,0.566478711,1528.4308,2124413.1,2.259542115,0.250705091,0.921191235,1223124.991,1178.018346,1488.45816,0.831239393,0.008053813,0.000890428
3.185,0.566662189,1529.21215,2125721.85,2.259132676,0.250831744,0.921191235,1223867.496,1178.044831,1488.810107,0.831428348,0.008096831,0.000895782
3.19,0.566363799,1529.44655,2125903.65,2.254526197,0.251211895,0.921191235,1223868.085,1178.238036,1488.788535,0.831384929,0.008051804,0.000893984
3.195,0.566175402,1529.3684,2125940.05,2.253052069,0.25129264,0.921191235,1223855.308,1178.299281,1489.010087,0.831499453,0.008068427,0.000896695
3.2,0.566295722,1529.13405,2124994.8,2.253822708,0.251260101,0.921191235,1223330.149,1178.260691,1488.188228,0.831048564,0.007965117,0.000884838
3.205,0.56632997,1527.8058,2122668.2,2.25817028,0.250791526,0.921191235,1222092.301,1178.063328,1487.349006,0.830616589,0.007893107,0.000873552
3.21,0.566202125,1525.54005,2121359.45,2.269875479,0.249441932,0.921191235,1221595.408,1177.558386,1489.124458,0.83170517,0.008239119,0.000902142
3.215,0.566439972,1525.1494,2122704.55,2.278574819,0.248593975,0.921191235,1222548.957,1177.191453,1491.184095,0.832933932,0.008594926,0.000934188
3.22,0.567004442,1526.63385,2124922.15,2.279557585,0.248734424,0.921191235,1223843.103,1177.164322,1491.451992,0.833085634,0.008639229,0.000939112
3.225,0.56722244,1527.18075,2124631.3,2.277376475,0.249068367,0.921191235,1223631.464,1177.257488,1490.23953,0.83238711,0.008456944,0.000921483
3.23,0.566954308,1525.0712,2121868.4,2.282880636,0.248350395,0.921191235,1222155.393,1176.996573,1490.101691,0.83237806,0.008490753,0.000920271
3.235,0.566792652,1521.63345,2118632.9,2.297960989,0.24665025,0.921191235,1220586.643,1176.298848,1491.234861,0.833205874,0.008785398,0.000939384
3.24,0.567055662,1519.05515,2116960.55,2.315343651,0.244912094,0.921191235,1219935.601,1175.484999,1492.76482,0.834320262,0.00915737,0.000964831
3.245,0.567386659,1518.1957,2116487.95,2.324031735,0.244138947,0.921191235,1219809.724,1175.071404,1493.244701,0.834733062,0.009306789,0.000973776
3.25,0.567573155,1518.58635,2117651.3,2.326086084,0.244003504,0.921191235,1220512.384,1174.981875,1493.971494,0.835170207,0.009423549,0.00098453
3.255,0.567695655,1520.07085,2119432.65,2.321086714,0.244581838,0.921191235,1221454.248,1175.232284,1493.938125,0.835059894,0.009369235,0.000983303
3.26,0.56784506,1521.63345,2119032.75,2.310610971,0.245755372,0.921191235,1221044.966,1175.720699,1491.227513,0.833380032,0.008906268,0.000943629
3.265,0.567870173,1520.149,2116124.45,2.314545742,0.245348434,0.921191235,1219441.179,1175.516357,1489.88006,0.832698535,0.008766304,0.000925747
3.27,0.567711991,1516.9457,2113834.15,2.330219677,0.243630245,0.921191235,1218383.813,1174.756416,1491.70943,0.833992895,0.009165068,0.000954476
3.275,0.567779435,1516.00815,2114633.9,2.339585612,0.242683761,0.921191235,1218990.101,1174.308547,1493.892346,0.835383594,0.009549387,0.000986525
3.28,0.567967221,1517.4145,2116197.1,2.335342239,0.243205134,0.921191235,1219823.7,1174.526181,1493.68969,0.835184311,0.009479113,0.000983175
3.285,0.567962356,1517.80515,2115542.75,2.330929491,0.243663465,0.921191235,1219377.785,1174.734583,1492.39354,0.83438155,0.009262673,0.00096444
3.29,0.56775611,1515.69565,2112234.55,2.335818733,0.243065141,0.921191235,1217551.968,1174.474514,1491.538368,0.834005489,0.00919912,0.000953505
3.295,0.567748154,1512.80485,2109398.9,2.349622309,0.241633794,0.921191235,1216128.346,1173.777007,1492.184797,0.834647164,0.009426892,0.000965582
3.3,0.568091837,1511.00785,2108126.45,2.363221268,0.240388763,0.921191235,1215587.976,1173.086688,1492.947252,0.835367212,0.009671145,0.000979747
3.305,0.568526564,1511.1641,2108671.75,2.368190606,0.240067908,0.921191235,1215968.904,1172.838386,1493.123125,0.835574413,0.009747502,0.000984072
3.31,0.568759185,1511.55475,2109944.15,2.371000465,0.239881516,0.921191235,1216738.459,1172.704213,1493.938683,0.836089784,0.009885749,0.000996019
3.315,0.568755276,1513.1955,2110743.9,2.361135944,0.240882054,0.921191235,1217065.417,1173.211031,1492.665271,0.835153453,0.009611081,0.000976543
3.32,0.568780687,1514.36745,2110089.55,2.35147293,0.241882728,0.921191235,1216552.491,1173.690143,1490.313797,0.833635823,0.009196432,0.0009423
3.325,0.568709602,1513.7424,2108235.5,2.35072159,0.241929799,0.921191235,1215474.997,1173.714023,1489.048429,0.832919803,0.009020694,0.000924836
3.33,0.568565981,1512.4923,2108199.1,2.357989663,0.241123186,0.921191235,1215557.448,1173.350858,1490.770207,0.834035278,0.009325439,0.000949844
3.335,0.568479785,1513.19545,2110162.2,2.356713761,0.241217153,0.921191235,1216669.022,1173.429104,1492.144051,0.834769,0.009495405,0.000967985
3.34,0.568599123,1516.08625,2112488.9,2.342933342,0.242686854,0.921191235,1217806.992,1174.12926,1490.863478,0.833762732,0.009180875,0.000947266
3.345,0.568616656,1518.03955,2113288.7,2.331088521,0.243927526,0.921191235,1218083.948,1174.710693,1489.118487,0.832561965,0.008829094,0.0009204
3.35,0.568418379,1517.8833,2112525.3,2.32819153,0.244145884,0.921191235,1217598.582,1174.844304,1488.543775,0.832192128,0.008723921,0.000911419
3.355,0.568322169,1515.85195,2111034.75,2.338077076,0.24307247,0.921191235,1216896.753,1174.356097,1489.637711,0.832989633,0.008968928,0.00092887
3.36,0.568389606,1514.5237,2110016.85,2.345877242,0.242292988,0.921191235,1216428.871,1173.966612,1490.227196,0.833474437,0.009127062,0.000939031
3.365,0.568501434,1513.2736,2109471.55,2.354739577,0.241428581,0.921191235,1216243.722,1173.522864,1491.226416,0.834216655,0.009351691,0.000955025
3.37,0.5685557,1512.64855,2109435.15,2.359719031,0.240942118,0.921191235,1216292.745,1173.272914,1491.996848,0.834753881,0.009507716,0.000966902
3.375,0.568764824,1511.9454,2109326.1,2.366786078,0.24031104,0.921191235,1216326.615,1172.914628,1492.697792,0.835302167,0.009675885,0.000978439
3.38,0.569104195,1512.4142,2108380.9,2.364898021,0.2406464,0.921191235,1215757.213,1173.003619,1490.785663,0.834193767,0.009400611,0.000952796
3.385,0.569427843,1512.7267,2109071.6,2.367870452,0.240480995,0.921191235,1216194.716,1172.857602,1490.982668,0.834367777,0.009458418,0.000956775
3.39,0.569578178,1512.64855,2110489.4,2.373471753,0.239976809,0.921191235,1217084.714,1172.581567,1492.637102,0.835416169,0.009739758,0.000980742
3.395,0.569593421,1513.74235,2111434.65,2.368084671,0.240529162,0.921191235,1217557.42,1172.86386,1492.259374,0.835077725,0.009631332,0.000974303
3.4,0.569383178,1513.97675,2110925.7,2.36288532,0.240969451,0.921191235,1217194.099,1173.124017,1491.476145,0.834525661,0.009470426,0.000961948
3.405,0.569201877,1513.74235,2110344.05,2.36117756,0.241066952,0.921191235,1216835.918,1173.206031,1491.219389,0.834346951,0.009418339,0.000957755
3.41,0.569399752,1513.508,2110634.9,2.36572037,0.240687682,0.921191235,1217065.374,1172.978279,1491.758872,0.834747755,0.009538189,0.000966516
3.415,0.569692935,1513.74235,2111325.65,2.36891545,0.240486816,0.921191235,1217505.801,1172.820729,1492.077045,0.834994918,0.009614539,0.0009721
3.42,0.569698948,1513.97675,2111180.25,2.366959319,0.240688103,0.921191235,1217395.913,1172.919288,1491.592639,0.834680297,0.009529279,0.000965115
3.425,0.569536408,1513.82045,2109980.55,2.363422988,0.240979466,0.921191235,1216657.603,1173.089962,1490.508087,0.833999542,0.009347843,0.00094937
3.43,0.569556309,1510.8515,2107690.25,2.379377756,0.239371957,0.921191235,1215549.844,1172.256841,1491.812305,0.835104575,0.009693587,0.000971245
3.435,0.569736634,1508.50765,2104563.8,2.390631666,0.238320542,0.921191235,1213889.749,1171.647287,1491.205217,0.835052376,0.009738378,0.000966874
3.44,0.570026912,1507.17945,2103509.5,2.400793656,0.237432696,0.921191235,1213402.938,1171.102396,1491.561211,0.835515813,0.009901283,0.000975191
3.445,0.570393815,1506.47625,2103364.05,2.409500027,0.236727042,0.921191235,1213418.11,1170.635725,1492.084044,0.836040074,0.010071875,0.000985416
3.45,0.570702187,1506.32,2103436.75,2.41416743,0.236397103,0.921191235,1213511.584,1170.384655,1492.17549,0.836217705,0.010138993,0.000988666
3.455,0.57073256,1505.77305,2102891.45,2.41711295,0.236121593,0.921191235,1213229.69,1170.221123,1492.241886,0.836338153,0.010182965,0.000990575
3.46,0.570662743,1505.148,2102818.7,2.420663057,0.235746458,0.921191235,1213225.982,1170.027629,1493.013607,0.83686968,0.010330416,0.001001796
3.465,0.570784229,1504.99175,2102309.75,2.4218881,0.235677375,0.921191235,1212945.97,1169.957087,1492.555258,0.836649186,0.010284259,0.000996544
3.47,0.571044863,1503.8979,2100310.3,2.427780621,0.235212711,0.921191235,1211856.517,1169.619761,1491.513073,0.83624008,0.010214969,0.000985519
3.475,0.5712346,1502.0228,2098928.85,2.440015644,0.23411104,0.921191235,1211185.266,1168.933209,1492.219858,0.836997972,0.010463782,0.000999677
3.48,0.571419088,1502.49155,2099074.25,2.439006412,0.234283553,0.921191235,1211258.952,1168.990415,1491.66199,0.836654646,0.010376541,0.000992516
3.485,0.571682952,1502.9603,2099292.4,2.43904055,0.234388457,0.921191235,1211384.929,1168.990154,1491.134524,0.836358886,0.010303874,0.000986023
3.49,0.571842449,1502.6478,2097801.9,2.43943418,0.234416019,0.921191235,1210530.451,1168.957076,1489.730108,0.835589035,0.010121259,0.000968578
3.495,0.571944547,1501.16335,2097292.95,2.450014232,0.233445398,0.921191235,1210340.838,1168.36177,1490.9748,0.836605921,0.010422488,0.000988882
3.5,0.572199545,1500.92895,2097183.85,2.454226906,0.233148591,0.921191235,1210318.261,1168.123671,1490.97464,0.836734685,0.010479523,0.000991309
3.505,0.572506808,1501.554,2096493.1,2.451402296,0.233542576,0.921191235,1209893.466,1168.277648,1489.186862,0.835648195,0.01020069,0.000967782
3.51,0.572594233,1501.0852,2095111.65,2.452395697,0.233483623,0.921191235,1209107.281,1168.211228,1488.153023,0.835104146,0.010074505,0.000955233
3.515,0.572533965,1499.75695,2094893.5,2.460795346,0.232662162,0.921191235,1209060.755,1167.734345,1489.627501,0.836191013,0.010382778,0.000977542
3.52,0.572563286,1499.44445,2095147.95,2.463991446,0.23237227,0.921191235,1209236.949,1167.554448,1490.290711,0.836661894,0.0105143,0.000987362
3.525,0.572736334,1499.44445,2093657.45,2.462267411,0.232605253,0.921191235,1208362.438,1167.641228,1488.479681,0.835597774,0.010248295,0.000964122
3.53,0.572924361,1498.1944,2092203.3,2.469832883,0.231968877,0.921191235,1207594.167,1167.198142,1488.274406,0.835726341,0.010321991,0.000965416
3.535,0.573099205,1497.02245,2091730.65,2.479087253,0.231173471,0.921191235,1207404.985,1166.662034,1489.086257,0.836479962,0.010557526,0.000980309
3.54,0.573239058,1497.10055,2091948.75,2.480580833,0.231090658,0.921191235,1207543.885,1166.577369,1489.135909,0.836555107,0.010584672,0.000981877
3.545,0.573364205,1497.10055,2091221.65,2.480178698,0.231178586,0.921191235,1207121.437,1166.595013,1488.224082,0.836033058,0.010456203,0.000970536
3.55,0.57347934,1495.85045,2090749.1,2.489366811,0.23037157,0.921191235,1206929.894,1166.057871,1489.168429,0.836864804,0.010714208,0.000987268
3.555,0.573556974,1494.8348,2090967.25,2.498148513,0.229592825,0.921191235,1207131.536,1165.545817,1490.623918,0.837972253,0.011034797,0.001009695
3.56,0.573577897,1495.77235,2091185.4,2.492079396,0.230160362,0.921191235,1207204.843,1165.902961,1489.687955,0.837244079,0.01082218,0.00099518
3.565,0.573760136,1496.94435,2091112.7,2.485375014,0.230854552,0.921191235,1207104.488,1166.292978,1488.013575,0.83608376,0.010499438,0.00097114
3.57,0.573999317,1497.02245,2091512.6,2.488397246,0.230670291,0.921191235,1207361.328,1166.120281,1488.19656,0.836283519,0.010565976,0.000975307
3.575,0.573989611,1497.6475,2092748.65,2.486764174,0.230817871,0.921191235,1208059.195,1166.224878,1488.820962,0.836575561,0.010627221,0.000982206
3.58,0.573846544,1498.7413,2093548.45,2.479213649,0.231463127,0.921191235,1208453.351,1166.668729,1488.461176,0.836124979,0.01047392,0.000973747
3.585,0.573807316,1499.8351,2094348.3,2.472809611,0.232046702,0.921191235,1208856.772,1167.043817,1488.024022,0.835670908,0.010327445,0.00096509
3.59,0.573754842,1499.4445,2094820.9,2.476211233,0.231706744,0.921191235,1209159.62,1166.851725,1489.084952,0.836373344,0.010516568,0.000979906
3.595,0.573541166,1499.0538,2094493.7,2.475912248,0.231648422,0.921191235,1208968.44,1166.866446,1489.355309,0.836517034,0.01054914,0.000982799
3.6,0.57340376,1498.3506,2094057.4,2.478446178,0.231356148,0.921191235,1208739.73,1166.716964,1489.840099,0.836872623,0.010652044,0.000990084
3.605,0.573489409,1497.6474,2093657.5,2.483511037,0.230918808,0.921191235,1208554.231,1166.420808,1490.206825,0.837244257,0.010771509,0.000997218
3.61,0.573613419,1496.4755,2093548.45,2.493122998,0.230078267,0.921191235,1208575.419,1165.860249,1491.457732,0.83826279,0.011075313,0.001017567
3.615,0.573519107,1495.92855,2093839.3,2.496786885,0.229702867,0.921191235,1208774.687,1165.647959,1492.537239,0.838989779,0.01127365,0.001032507
3.62,0.573534051,1496.5536,2094602.75,2.494262172,0.229941366,0.921191235,1209192.77,1165.801739,1492.610475,0.838943749,0.011247297,0.001032213
3.625,0.573768234,1496.8661,2095220.75,2.496061309,0.229869447,0.921191235,1209564.43,1165.701133,1492.749397,0.839078812,0.011291373,0.001035172
3.63,0.573835237,1496.8661,2095475.25,2.497417734,0.229771427,0.921191235,1209722.787,1165.623555,1492.98834,0.839257127,0.011343021,0.00103888
3.635,0.573731579,1495.8504,2094639.1,2.501644816,0.229341742,0.921191235,1209277.32,1165.368703,1493.383736,0.839624348,0.011457759,0.001045617
3.64,0.573804022,1495.6941,2094057.5,2.502154972,0.229323934,0.921191235,1208946.552,1165.334177,1492.867519,0.839353796,0.011395107,0.001039633
3.645,0.573947512,1495.69415,2094493.75,2.504797491,0.229139287,0.921191235,1209220.535,1165.181759,1493.255046,0.839658553,0.011485582,0.001045907
3.65,0.574091843,1496.16295,2094457.45,2.50286681,0.229373709,0.921191235,1209183.113,1165.295331,1492.525261,0.839183469,0.011358451,0.001036236
3.655,0.574174078,1495.77225,2093657.65,2.504660768,0.229242253,0.921191235,1208737.566,1165.183366,1492.046721,0.838978225,0.01131947,0.001031368
3.66,0.574213764,1494.6784,2092021.7,2.509077049,0.228854576,0.921191235,1207832.418,1164.909612,1491.526899,0.838842204,0.011313085,0.001027242
3.665,0.574295775,1493.819,2091185.55,2.514212989,0.228419699,0.921191235,1207393.965,1164.598357,1491.586155,0.839053735,0.01139583,0.001030655
